CPU Name,Cores,CPU Mark,Thread Mark,TDP (W),Socket,Category
Intel Core i9-13905H,14,"29,737","3,737",45,FCBGA1792,Laptop
Intel Core i9-13950HX,24,"41,030","3,871",55,FCBGA1964,Laptop
Intel Core i9-13980HX,24,"45,886","4,233",55,FCBGA1964,Laptop
Intel Core i9-14900,24,"45,275","4,392",65,FCLGA1700,Desktop
Intel Core i9-14900F,24,"46,663","4,512",65,FCLGA1700,Desktop
Intel Core i9-14900HX,24,"44,516","4,208",55,FCBGA1964,Laptop
Intel Core i9-14900K,24,"58,506","4,695",125,FCLGA1700,Desktop
Intel Core i9-14900KF,24,"58,357","4,694",125,FCLGA1700,Desktop
Intel Core i9-14900KS,24,"60,388","4,828",150,FCLGA1700,Desktop
Intel Core i9-14900T,24,"38,351","4,179",35,FCLGA1700,Desktop
Intel Core i9-14901E,8,"30,298","4,354",65,FCLGA1700,Mobile/Embedded
Intel Core i9-7900X @ 3.30GHz,10,"20,884","2,536",140,FCLGA2066,Desktop
Intel Core i9-7920X @ 2.90GHz,12,"23,491","2,501",140,FCLGA2066,Desktop
Intel Core i9-7940X @ 3.10GHz,14,"25,453","2,479",165,FCLGA2066,Desktop
Intel Core i9-7960X @ 2.80GHz,16,"27,917","2,449",165,FCLGA2066,Desktop
Intel Core i9-7980XE @ 2.60GHz,18,"29,575","2,436",165,FCLGA2066,Desktop
Intel Core i9-8950HK @ 2.90GHz,6,"10,369","2,418",45,FCBGA1440,Laptop
Intel Core i9-9820X @ 3.30GHz,10,"20,504","2,459",165,FCLGA2066,Desktop
Intel Core i9-9880H @ 2.30GHz,8,"13,522","2,458",45,FCBGA1440,Laptop
Intel Core i9-9900 @ 3.10GHz,8,"16,246","2,800",65,FCLGA1151-2,Desktop
Intel Core i9-9900B @ 3.10GHz,8,"15,893","2,694",65,FCLGA1151,Desktop
Intel Core i9-9900K @ 3.60GHz,8,"18,101","2,914",95,FCLGA1151-2,Desktop
Intel Core i9-9900KF @ 3.60GHz,8,"18,034","2,904",95,FCLGA1151-2,Desktop
Intel Core i9-9900KS @ 4.00GHz,8,"19,387","3,027",127,FCLGA1151-2,Desktop
Intel Core i9-9900T @ 2.10GHz,8,"13,124","2,455",35,FCLGA1151-2,Desktop
Intel Core i9-9900X @ 3.50GHz,10,"21,650","2,541",165,FCLGA2066,Desktop
Intel Core i9-9920X @ 3.50GHz,12,"24,760","2,618",165,FCLGA2066,Desktop
Intel Core i9-9940X @ 3.30GHz,14,"28,067","2,616",165,FCLGA2066,Desktop
Intel Core i9-9960X @ 3.10GHz,16,"29,739","2,590",165,FCLGA2066,Desktop
Intel Core i9-9980HK @ 2.40GHz,8,"13,953","2,509",45,FCBGA1440,Laptop
Intel Core i9-9980XE @ 3.00GHz,18,"31,440","2,547",165,FCLGA2066,Desktop
Intel Core i9-9990XE @ 4.00GHz,14,"30,162","2,970",255,LGA2066,Desktop
Intel Core M-5Y10 @ 0.80GHz,2,"1,644",976,4.5,Unknown,Laptop
Intel Core M-5Y10a @ 0.80GHz,2,"1,905",993,4.5,FCBGA1234,Laptop
Intel Core M-5Y10c @ 0.80GHz,2,"1,905","1,114",4.5,FCBGA1234,Laptop
Intel Core M-5Y31 @ 0.90GHz,2,"1,891","1,231",4.5,FCBGA1234,Laptop
Intel Core M-5Y51 @ 1.10GHz,2,"2,015","1,298",4.5,FCBGA1234,Laptop
Intel Core M-5Y70 @ 1.10GHz,2,"1,890","1,153",4.5,BGA1234,Laptop
Intel Core M-5Y71 @ 1.20GHz,2,"1,972","1,237",4.5,FCBGA1234,Laptop
Intel Core m3-6Y30 @ 0.90GHz,2,"2,180","1,169",4.5,FCBGA1515,Laptop
Intel Core m3-7Y30 @ 1.00GHz,2,"2,423","1,323",4.5,FCBGA1515,Laptop
Intel Core m3-7Y32 @ 1.10GHz,2,"2,693","1,611",4.5,FCBGA1515,"Laptop, Mobile/Embedded"
Intel Core m3-8100Y @ 1.10GHz,2,"2,764","1,610",5,FCBGA1515,"Laptop, Mobile/Embedded"
Intel Core m5-6Y54 @ 1.10GHz,2,"2,294","1,297",7,FCBGA1515,"Laptop, Mobile/Embedded"
Intel Core m5-6Y57 @ 1.10GHz,2,"2,341","1,330",7,FCBGA1515,"Laptop, Mobile/Embedded"
Intel Core m5-7Y54 @ 1.20GHz,2,"1,475",746,NA,Unknown,"Laptop, Mobile/Embedded"
Intel Core m7-6Y75 @ 1.20GHz,2,"2,354","1,352",7,FCBGA1515,"Laptop, Mobile/Embedded"
Intel Core Solo T1300 @ 1.66GHz,1,210,518,27,PGA478,Laptop
Intel Core Solo T1350 @ 1.86GHz,1,194,413,31,Unknown,Laptop
Intel Core Solo T1400 @ 1.83GHz,1,253,525,27,PGA478,Laptop
Intel Core Solo U1300 @ 1.06GHz,1,127,340,6,PBGA479,Laptop
Intel Core Solo U1400 @ 1.20GHz,1,130,365,5.5,PBGA479,Laptop
Intel Core Solo U1500 @ 1.33GHz,1,164,375,5.5,Unknown,Laptop
Intel Core Ultra 5 115U,8,"11,477","3,105",15,FCBGA2049,Laptop
Intel Core Ultra 5 125H,14,"20,684","3,369",28,FCBGA2049,Laptop
Intel Core Ultra 5 125U,12,"17,032","3,259",15,FCBGA2049,Laptop
Intel Core Ultra 5 134U,12,"13,205","3,136",30,FCBGA2551,Laptop
Intel Core Ultra 5 135H,14,"22,093","3,492",28,FCBGA2049,Laptop
Intel Core Ultra 5 135U,12,"16,813","3,285",15,FCBGA2049,Laptop
Intel Core Ultra 5 225,10,"30,265","4,409",65,FCLGA1851,Desktop
Intel Core Ultra 5 225F,10,"31,389","4,429",65,FCLGA1851,Desktop
Intel Core Ultra 5 225H,14,"28,728","4,308",28,FCBGA2049,Laptop
Intel Core Ultra 5 225T,10,"26,328","4,298",35,FCLGA1851,Desktop
Intel Core Ultra 5 225U,12,"18,377","3,600",15,FCBGA2049,Laptop
Intel Core Ultra 5 226V,8,"18,278","3,852",17,FCBGA2833,"Laptop, Mobile/Embedded"
Intel Core Ultra 5 228V,8,"17,140","3,749",17,FCBGA2833,"Laptop, Mobile/Embedded"
Intel Core Ultra 5 230F,10,"33,185","4,643",121,FCLGA1851,Desktop
Intel Core Ultra 5 235,14,"40,004","4,519",65,FCLGA1851,Desktop
Intel Core Ultra 5 235H,14,"29,532","4,413",28,Unknown,Laptop
Intel Core Ultra 5 235HX,14,"40,122","4,708",55,Unknown,Laptop
Intel Core Ultra 5 235T,14,"31,981","4,422",35,FCLGA1851,Desktop
Intel Core Ultra 5 235U,12,"17,343","3,579",15,FCBGA2049,Laptop
Intel Core Ultra 5 236V,8,"18,303","3,882",17,FCBGA2833,Mobile/Embedded
Intel Core Ultra 5 238V,8,"18,295","3,833",17,FCBGA2833,Mobile/Embedded
Intel Core Ultra 5 245,14,"39,895","4,609",65,FCLGA1851,Desktop
Intel Core Ultra 5 245HX,14,"40,333","4,588",55,FCBGA2114,Mobile/Embedded
Intel Core Ultra 5 245K,14,"43,412","4,719",125,FCLGA1851,Desktop
Intel Core Ultra 5 245KF,14,"43,337","4,726",125,FCLGA1851,Desktop
Intel Core Ultra 5 245T,14,"30,898","4,388",35,FCLGA1851,Desktop
Intel Core Ultra 5 332,6,"15,471","4,023",65,Unknown,Unknown
Intel Core Ultra 5 338H,12,"28,878","4,184",NA,Unknown,Unknown
Intel Core Ultra 7 155H,16,"24,679","3,439",28,FCBGA2049,Laptop
Intel Core Ultra 7 155U,12,"16,167","3,322",15,FCBGA2049,Laptop
Intel Core Ultra 7 164U,12,"12,650","2,902",9,FCBGA2551,Laptop
Intel Core Ultra 7 165H,16,"25,915","3,489",28,FCBGA2049,Laptop
Intel Core Ultra 7 165U,12,"16,844","3,296",15,FCBGA2049,Laptop
Intel Core Ultra 7 255H,16,"30,754","4,325",28,FCBGA2049,Mobile/Embedded
Intel Core Ultra 7 255HX,20,"49,473","4,607",55,FCBGA2114,Laptop
Intel Core Ultra 7 255U,12,"17,877","3,676",15,FCBGA2049,"Laptop, Mobile/Embedded"
Intel Core Ultra 7 256V,8,"19,600","4,021",17,FCBGA2833,Laptop
Intel Core Ultra 7 258V,8,"18,978","4,043",17,FCBGA2833,Laptop
Intel Core Ultra 7 265,20,"49,698","4,679",65,FCLGA1851,Desktop
Intel Core Ultra 7 265F,20,"49,536","4,756",65,FCLGA1851,Desktop
Intel Core Ultra 7 265H,16,"34,698","4,410",28,FCBGA2049,Laptop
Intel Core Ultra 7 265HX,20,"48,770","4,560",55,FCBGA2114,Laptop
Intel Core Ultra 7 265K,20,"58,716","4,926",125,FCLGA1851,Desktop
Intel Core Ultra 7 265KF,20,"58,633","4,921",125,FCLGA1851,Desktop
Intel Core Ultra 7 265T,20,"40,210","4,619",35,FCLGA1851,Desktop
Intel Core Ultra 7 265U,12,"17,912","3,657",15,FCBGA2049,Laptop
Intel Core Ultra 7 266V,8,"19,477","3,953",17,FCBGA2833,Laptop
Intel Core Ultra 7 268V,8,"19,606","4,097",17,FCBGA2833,Mobile/Embedded
Intel Core Ultra 7 270K Plus,24,"64,360","5,075",NA,Unknown,Unknown
Intel Core Ultra 7 356H,16,"34,890","4,165",NA,Unknown,Unknown
Intel Core Ultra 7 365,8,"22,249","4,097",NA,Unknown,Unknown
Intel Core Ultra 7 366H,16,"34,386","4,217",NA,Unknown,Unknown
Intel Core Ultra 9 185H,16,"29,317","3,683",45,FCBGA2049,Laptop
Intel Core Ultra 9 275HX,24,"56,094","4,744",55,FCBGA2114,Laptop
Intel Core Ultra 9 285,24,"57,454","4,923",65,FCLGA1851,Desktop
Intel Core Ultra 9 285H,16,"34,449","4,474",45,FCBGA2049,Mobile/Embedded
Intel Core Ultra 9 285HX,24,"57,740","4,632",55,FCBGA2114,Laptop
Intel Core Ultra 9 285K,24,"67,424","5,092",125,FCLGA1851,Desktop
Intel Core Ultra 9 285T,24,"36,494","4,596",35,FCLGA1851,Desktop
Intel Core Ultra 9 288V,8,"20,206","4,322",30,FCBGA2833,Laptop
Intel Core Ultra X7 358H,16,"32,288","4,105",NA,Unknown,Laptop
Intel Core2 6320 @ 1.86GHz,2,849,675,NA,Unknown,Unknown
Intel Core2 Duo E4300 @ 1.80GHz,2,588,661,65,LGA775,Desktop
Intel Core2 Duo E4400 @ 2.00GHz,2,738,773,65,LGA775,Desktop
Intel Core2 Duo E4500 @ 2.20GHz,2,745,814,65,LGA775,Desktop
Intel Core2 Duo E4600 @ 2.40GHz,2,881,924,65,LGA775,Desktop
Intel Core2 Duo E4700 @ 2.60GHz,2,"1,011","1,021",65,LGA775,Desktop
Intel Core2 Duo E6300 @ 1.86GHz,2,652,693,65,"LGA775, PLGA775",Desktop
Intel Core2 Duo E6320 @ 1.86GHz,2,724,717,65,PLGA775,Desktop
Intel Core2 Duo E6400 @ 2.13GHz,2,774,812,65,LGA775,Desktop
Intel Core2 Duo E6420 @ 2.13GHz,2,784,797,65,PLGA775,Desktop
Intel Core2 Duo E6540 @ 2.33GHz,2,808,969,65,LGA775,Desktop
Intel Core2 Duo E6550 @ 2.33GHz,2,910,909,65,LGA775,Desktop
Intel Core2 Duo E6600 @ 2.40GHz,2,938,943,65,PLGA775,Desktop
Intel Core2 Duo E6700 @ 2.66GHz,2,975,"1,015",65,LGA775,Desktop
Intel Core2 Duo E6750 @ 2.66GHz,2,"1,031","1,034",65,LGA775,Desktop
Intel Core2 Duo E6850 @ 3.00GHz,2,"1,163","1,187",65,LGA775,Desktop
Intel Core2 Duo E7200 @ 2.53GHz,2,"1,002","1,059",65,LGA775,Desktop
Intel Core2 Duo E7300 @ 2.66GHz,2,988,"1,072",65,LGA775,Desktop
Intel Core2 Duo E7400 @ 2.80GHz,2,"1,047","1,106",65,LGA775,Desktop
Intel Core2 Duo E7500 @ 2.93GHz,2,"1,159","1,209",65,LGA775,Desktop
Intel Core2 Duo E7600 @ 3.06GHz,2,"1,150","1,261",65,LGA775,Desktop
Intel Core2 Duo E8135 @ 2.40GHz,2,998,"1,017",NA,Unknown,Desktop
Intel Core2 Duo E8135 @ 2.66GHz,2,"1,020","1,061",NA,Socket P,Laptop
Intel Core2 Duo E8200 @ 2.66GHz,2,"1,144","1,142",65,LGA775,Desktop
Intel Core2 Duo E8235 @ 2.80GHz,2,"1,020","1,112",NA,Socket P,Laptop
Intel Core2 Duo E8290 @ 2.83GHz,2,"1,408","1,302",65,LGA775,Desktop
Intel Core2 Duo E8300 @ 2.83GHz,2,"1,057","1,104",65,LGA775,Desktop
Intel Core2 Duo E8335 @ 2.66GHz,2,"1,082","1,157",NA,Socket P,Laptop
Intel Core2 Duo E8335 @ 2.93GHz,2,"1,079","1,155",NA,Socket P,Laptop
Intel Core2 Duo E8400 @ 3.00GHz,2,"1,219","1,234",65,LGA775,Desktop
Intel Core2 Duo E8435 @ 3.06GHz,2,"1,104","1,223",NA,Socket P,Laptop
Intel Core2 Duo E8500 @ 3.16GHz,2,"1,301","1,325",65,LGA775,Desktop
Intel Core2 Duo E8600 @ 3.33GHz,2,"1,378","1,388",65,LGA775,Desktop
Intel Core2 Duo L7100 @ 1.20GHz,2,467,484,NA,BGA956,Laptop
Intel Core2 Duo L7300 @ 1.40GHz,2,536,551,17,BGA479,Laptop
Intel Core2 Duo L7400 @ 1.50GHz,2,516,555,17,BGA479,Laptop
Intel Core2 Duo L7500 @ 1.60GHz,2,663,662,17,BGA479,Laptop
Intel Core2 Duo L7700 @ 1.80GHz,2,677,699,17,Unknown,Laptop
Intel Core2 Duo L7800 @ 2.00GHz,2,680,622,NA,Unknown,Unknown
Intel Core2 Duo L9300 @ 1.60GHz,2,690,703,17,BGA956,Laptop
Intel Core2 Duo L9600 @ 2.13GHz,2,788,849,17,BGA956,Laptop
Intel Core2 Duo P7350 @ 2.00GHz,2,725,783,25,BGA479,Laptop
Intel Core2 Duo P7370 @ 2.00GHz,2,790,793,25,PGA478,Laptop
Intel Core2 Duo P7450 @ 2.13GHz,2,807,845,25,PGA478,Laptop
Intel Core2 Duo P7550 @ 2.26GHz,2,803,924,25,PGA478,Laptop
Intel Core2 Duo P7570 @ 2.26GHz,2,888,950,25,PGA478,Laptop
Intel Core2 Duo P8400 @ 2.26GHz,2,864,918,25,BGA479,Laptop
Intel Core2 Duo P8600 @ 2.40GHz,2,862,941,25,BGA479,Laptop
Intel Core2 Duo P8700 @ 2.53GHz,2,966,"1,015",25,BGA479,Laptop
Intel Core2 Duo P8800 @ 2.66GHz,2,944,"1,074",25,BGA479,Laptop
Intel Core2 Duo P9300 @ 2.26GHz,2,983,975,NA,Unknown,Laptop
Intel Core2 Duo P9500 @ 2.53GHz,2,"1,007","1,057",25,BGA479,Laptop
Intel Core2 Duo P9600 @ 2.53GHz,2,"1,040","1,082",25,PGA478,Laptop
Intel Core2 Duo P9600 @ 2.66GHz,2,"1,093","1,120",25,PGA478,Laptop
Intel Core2 Duo P9700 @ 2.80GHz,2,"1,178","1,166",28,PGA478,Laptop
Intel Core2 Duo SL9400 @ 1.86GHz,2,720,791,17,BGA956,Laptop
Intel Core2 Duo SP9400 @ 2.40GHz,2,887,900,25,BGA956,Laptop
Intel Core2 Duo SU9400 @ 1.40GHz,2,529,587,10,BGA956,Laptop
Intel Core2 Duo T5200 @ 1.60GHz,2,470,592,34,Socket M,Laptop
Intel Core2 Duo T5250 @ 1.50GHz,2,557,567,35,PGA478,Laptop
Intel Core2 Duo T5270 @ 1.40GHz,2,427,535,35,PGA478,Laptop
Intel Core2 Duo T5300 @ 1.73GHz,2,530,533,34,PGA478,Laptop
Intel Core2 Duo T5450 @ 1.66GHz,2,584,585,35,PGA478,Laptop
Intel Core2 Duo T5470 @ 1.60GHz,2,590,636,35,PGA478,Laptop
Intel Core2 Duo T5500 @ 1.66GHz,2,576,618,34,PGA478,Laptop
Intel Core2 Duo T5550 @ 1.83GHz,2,629,672,35,PGA478,Laptop
Intel Core2 Duo T5600 @ 1.83GHz,2,677,684,34,PGA478,Laptop
Intel Core2 Duo T5670 @ 1.80GHz,2,633,691,35,Socket P,Laptop
Intel Core2 Duo T5750 @ 2.00GHz,2,708,744,35,Socket P,Laptop
Intel Core2 Duo T5800 @ 2.00GHz,2,641,725,35,PGA478,Laptop
Intel Core2 Duo T5850 @ 2.16GHz,2,721,747,NA,Socket P,Laptop
Intel Core2 Duo T5870 @ 2.00GHz,2,706,749,35,"PPGA478, Socket",Laptop
Intel Core2 Duo T5900 @ 2.20GHz,2,677,769,NA,Socket P,Laptop
Intel Core2 Duo T6400 @ 2.00GHz,2,739,794,35,PGA478,Laptop
Intel Core2 Duo T6500 @ 2.10GHz,2,755,831,35,PGA478,Laptop
Intel Core2 Duo T6570 @ 2.10GHz,2,774,848,35,PGA478,Laptop
Intel Core2 Duo T6600 @ 2.20GHz,2,807,856,35,PGA478,Laptop
Intel Core2 Duo T6670 @ 2.20GHz,2,841,892,35,PGA478,Laptop
Intel Core2 Duo T7100 @ 1.80GHz,2,605,686,35,BGA479,Laptop
Intel Core2 Duo T7200 @ 2.00GHz,2,740,740,34,"PBGA479, PPGA478",Laptop
Intel Core2 Duo T7250 @ 2.00GHz,2,701,760,35,BGA479,Laptop
Intel Core2 Duo T7300 @ 2.00GHz,2,702,768,35,BGA479,Laptop
Intel Core2 Duo T7400 @ 2.16GHz,2,766,769,34,BGA479,Laptop
Intel Core2 Duo T7500 @ 2.20GHz,2,827,845,35,BGA479,Laptop
Intel Core2 Duo T7600 @ 2.33GHz,2,800,849,34,"PBGA479, PPGA478",Laptop
Intel Core2 Duo T7700 @ 2.40GHz,2,944,966,35,BGA479,Laptop
[Dual CPU] Intel Core2 Duo T7700 @ 2.40GHz,2,"3,497","1,603",35,BGA479,Laptop
Intel Core2 Duo T7800 @ 2.60GHz,2,909,949,35,BGA479,Laptop
Intel Core2 Duo T8100 @ 2.10GHz,2,789,841,35,BGA479,Laptop
Intel Core2 Duo T8300 @ 2.40GHz,2,899,968,35,BGA479,Laptop
Intel Core2 Duo T9300 @ 2.50GHz,2,985,"1,022",35,BGA479,Laptop
Intel Core2 Duo T9400 @ 2.53GHz,2,"1,006","1,032",35,BGA479,Laptop
Intel Core2 Duo T9500 @ 2.60GHz,2,"1,025","1,043",35,BGA479,Laptop
Intel Core2 Duo T9550 @ 2.66GHz,2,989,"1,072",35,BGA479,Laptop
Intel Core2 Duo T9600 @ 2.80GHz,2,"1,089","1,110",35,BGA479,Laptop
Intel Core2 Duo T9800 @ 2.93GHz,2,"1,186","1,204",35,BGA479,Laptop
Intel Core2 Duo T9900 @ 3.06GHz,2,"1,213","1,199",35,"BGA479,PGA478",Laptop
Intel Core2 Duo U7300 @ 1.30GHz,2,537,538,10,BGA956,Laptop
Intel Core2 Duo U7500 @ 1.06GHz,2,408,396,10,BGA479,Laptop
Intel Core2 Duo U7600 @ 1.20GHz,2,347,429,10,BGA479,Laptop
Intel Core2 Duo U7700 @ 1.33GHz,2,420,449,10,Unknown,Laptop
Intel Core2 Duo U9300 @ 1.20GHz,2,434,503,10,BGA956,Laptop
Intel Core2 Duo U9600 @ 1.60GHz,2,595,666,10,BGA956,Laptop
Intel Core2 Extreme Q6800 @ 2.93GHz,4,"2,218","1,141",75,LGA775,Desktop
Intel Core2 Extreme Q6850 @ 3.00GHz,4,"2,250","1,200",130,LGA775,Desktop
Intel Core2 Extreme Q9200 @ 2.40GHz,4,"2,011","1,080",NA,Unknown,Desktop
Intel Core2 Extreme Q9300 @ 2.53GHz,4,"1,912","1,028",45,PGA478,Desktop
Intel Core2 Extreme X6800 @ 2.93GHz,2,"1,118","1,118",75,PLGA775,Desktop
Intel Core2 Extreme X7800 @ 2.60GHz,2,"1,138","1,077",44,PGA478,Laptop
Intel Core2 Extreme X7900 @ 2.80GHz,2,"1,115","1,090",44,PGA478,Laptop
Intel Core2 Extreme X9000 @ 2.80GHz,2,"1,108","1,101",44,PGA478,Laptop
Intel Core2 Extreme X9100 @ 3.06GHz,2,"1,193","1,190",44,PGA478,Laptop
Intel Core2 Extreme X9650 @ 3.00GHz,4,"2,434","1,263",130,LGA775,Desktop
Intel Core2 Extreme X9750 @ 3.16GHz,4,"2,348","1,352",NA,Unknown,Desktop
Intel Core2 Extreme X9770 @ 3.20GHz,4,"2,701","1,394",136,LGA775,Desktop
Intel Core2 Extreme X9775 @ 3.20GHz,4,"2,780","1,451",150,LGA771,Desktop
Intel Core2 Quad Q6600 @ 2.40GHz,4,"1,840",952,105,LGA775,Desktop
Intel Core2 Quad Q6700 @ 2.66GHz,4,"2,093","1,075",105,LGA775,Desktop
Intel Core2 Quad Q8200 @ 2.33GHz,4,"1,811",996,95,LGA775,Desktop
Intel Core2 Quad Q8300 @ 2.50GHz,4,"1,915","1,062",95,LGA775,Desktop
Intel Core2 Quad Q8400 @ 2.66GHz,4,"2,079","1,142",95,LGA775,Desktop
Intel Core2 Quad Q9000 @ 2.00GHz,4,"1,597",883,45,PGA478,Laptop
Intel Core2 Quad Q9100 @ 2.26GHz,4,"1,806",955,45,PGA478,Laptop
Intel Core2 Quad Q9300 @ 2.50GHz,4,"2,012","1,080",95,LGA775,Desktop
Intel Core2 Quad Q9400 @ 2.66GHz,4,"2,162","1,140",95,LGA775,Desktop
Intel Core2 Quad Q9450 @ 2.66GHz,4,"2,203","1,127",95,LGA775,Desktop
Intel Core2 Quad Q9500 @ 2.83GHz,4,"2,241","1,213",95,LGA775,Desktop
Intel Core2 Quad Q9505 @ 2.83GHz,4,"2,176","1,187",95,LGA775,Desktop
Intel Core2 Quad Q9550 @ 2.83GHz,4,"2,370","1,216",95,LGA775,Desktop
Intel Core2 Quad Q9650 @ 3.00GHz,4,"2,510","1,285",95,LGA775,Desktop
Intel Core2 Solo U2100 @ 1.06GHz,1,233,258,5.5,Unknown,Laptop
Intel Core2 Solo U3500 @ 1.40GHz,1,272,559,5.5,BGA956,Laptop
Intel CoreT i5-1350P,12,"19,429","3,459",28,FCBGA1744,Mobile/Embedded
Intel CoreTM Ultra 5 115U,8,"12,771","3,421",15,FCBGA2049,Laptop
Intel N100,4,"5,351","1,895",6,FCBGA1264,Mobile/Embedded
Intel N150,4,"5,409","1,906",6,FCBGA1264,Mobile/Embedded
Intel N200,4,"4,641","1,782",6,FCBGA1264,Mobile/Embedded
Intel N250,4,"4,785","1,848",6,FCBGA1264,Mobile/Embedded
Intel N50,2,"2,609","1,713",6,FCBGA1264,Mobile/Embedded
Intel N95,4,"5,301","1,909",15,Unknown,"Laptop, Mobile/Embedded"
Intel N97,4,"5,860","2,037",12,FCBGA1264,Mobile/Embedded
Intel Pentium 1403 @ 2.60GHz,2,"1,851",990,80,LGA1356,Server
Intel Pentium 1403 v2 @ 2.60GHz,2,"2,284","1,391",80,Unknown,Server
Intel Pentium 2020M @ 2.40GHz,2,"1,414","1,278",35,FCPGA988,Laptop
Intel Pentium 2030M @ 2.50GHz,2,"1,415","1,247",35,FCPGA988,Laptop
Intel Pentium 2117U @ 1.80GHz,2,"1,009",913,17,FCBGA1023,Laptop
Intel Pentium 2127U @ 1.90GHz,2,"1,076",968,17,FCBGA1023,Laptop
Intel Pentium 2129Y @ 1.10GHz,2,587,564,10,FCBGA1023,Laptop
Intel Pentium 3550M @ 2.30GHz,2,"1,339","1,187",37,FCPGA946,Laptop
Intel Pentium 3556U @ 1.70GHz,2,"1,073",956,15,BGA1168,Laptop
Intel Pentium 3558U @ 1.70GHz,2,"1,043",942,15,FCBGA1168,Laptop
Intel Pentium 3560M @ 2.40GHz,2,"1,345","1,221",37,FCPGA946,Laptop
Intel Pentium 3560Y @ 1.20GHz,2,887,677,11.5,BGA1168,Laptop
Intel Pentium 3805U @ 1.90GHz,2,"1,197","1,120",15,FCBGA1168,Laptop
Intel Pentium 3825U @ 1.90GHz,2,"1,400","1,101",15,FCBGA1168,Laptop
Intel Pentium 4 1.50GHz,1,86,228,57.8,PGA423,Desktop
Intel Pentium 4 1.60GHz,1,84,225,38,PGA478,Desktop
Intel Pentium 4 1.70GHz,1,86,254,64,PGA423,Desktop
Intel Pentium 4 1.80GHz,1,115,318,68.1,PGA478,Desktop
Intel Pentium 4 1.90GHz,1,104,292,69.2,PGA423,Desktop
Intel Pentium 4 1300MHz,1,77,203,51.6,PGA423,Desktop
Intel Pentium 4 1400MHz,1,83,180,54.7,PGA423,Desktop
Intel Pentium 4 1500MHz,1,81,223,57.8,PGA423,Desktop
Intel Pentium 4 1700MHz,1,100,266,64,PGA423,Desktop
Intel Pentium 4 1800MHz,1,114,317,68.1,PGA478,Desktop
Intel Pentium 4 2.00GHz,1,133,349,54.3,PGA478,Desktop
Intel Pentium 4 2.20GHz,1,157,379,57.1,PGA478,Desktop
Intel Pentium 4 2.26GHz,1,151,409,58,PGA478,Desktop
Intel Pentium 4 2.40GHz,1,131,360,59.8,PGA478,Desktop
Intel Pentium 4 2.50GHz,1,160,385,61,PGA478,Desktop
Intel Pentium 4 2.53GHz,1,162,442,61.5,PGA478,Desktop
Intel Pentium 4 2.60GHz,1,223,463,69,PGA478,Desktop
Intel Pentium 4 2.66GHz,1,157,431,66.1,PGA478,Desktop
Intel Pentium 4 2.80GHz,1,240,514,69.7,PGA478,Desktop
Intel Pentium 4 2.93GHz,1,150,269,NA,Unknown,Desktop
Intel Pentium 4 3.00GHz,1,312,528,81.9,PGA478,Desktop
Intel Pentium 4 3.06GHz,1,264,573,81.8,PGA478,Desktop
Intel Pentium 4 3.20GHz,1,328,542,82,PGA478,Desktop
Intel Pentium 4 3.40GHz,1,300,652,89,PGA478,Desktop
Intel Pentium 4 3.46GHz,1,295,512,110.7,Unknown,Desktop
Intel Pentium 4 3.60GHz,1,315,447,115,Unknown,Desktop
Intel Pentium 4 3.73GHz,1,385,572,115,Unknown,Desktop
Intel Pentium 4 3.80GHz,1,384,695,65,Unknown,Desktop
Intel Pentium 4 3.83GHz,1,154,237,NA,Unknown,Desktop
Intel Pentium 4 Mobile 1.60GHz,1,116,254,NA,Unknown,Laptop
Intel Pentium 4 Mobile 1.80GHz,1,114,195,NA,Unknown,Laptop
Intel Pentium 4 Mobile 1.90GHz,1,136,282,NA,Unknown,Laptop
Intel Pentium 4 Mobile 2.00GHz,1,132,310,NA,Unknown,Laptop
Intel Pentium 4405U @ 2.10GHz,2,"2,124","1,208",15,FCBGA1356,Laptop
Intel Pentium 4405Y @ 1.50GHz,2,"1,490",862,6,FCBGA1515,Laptop
Intel Pentium 4410Y @ 1.50GHz,2,"1,435",807,6,FCBGA1515,Laptop
Intel Pentium 4415U @ 2.30GHz,2,"2,255","1,282",15,BGA1356,Laptop
Intel Pentium 4415Y @ 1.60GHz,2,"1,582",858,6,FCBGA1515,Laptop
Intel Pentium 4417U @ 2.30GHz,2,"2,259","1,293",15,FCBGA1356,Laptop
Intel Pentium 4425Y @ 1.70GHz,2,"1,699",950,6,FCBGA1515,Laptop
Intel Pentium 5405U @ 2.30GHz,2,"2,239","1,284",15,FCBGA1528,Laptop
Intel Pentium 6405U @ 2.40GHz,2,"2,364","1,358",15,FCBGA1528,Laptop
Intel Pentium 6805 @ 1.10GHz,2,"4,424","1,834",15,FCBGA1526,Laptop
Intel Pentium 957 @ 1.20GHz,2,622,574,17,FCBGA1023,Laptop
Intel Pentium 967 @ 1.30GHz,2,643,616,17,FCBGA1023,Laptop
Intel Pentium 987 @ 1.50GHz,2,697,638,17,FCBGA1023,Laptop
Intel Pentium 997 @ 1.60GHz,2,811,753,17,BGA-1023,Desktop
Intel Pentium A1018 @ 2.10GHz,2,"1,188","1,088",35,FCPGA988,Laptop
Intel Pentium A1020 @ 2.41GHz,4,"1,167",699,10,FCBGA1170,Laptop
Intel Pentium B940 @ 2.00GHz,2,890,861,35,PGA988,Laptop
Intel Pentium B950 @ 2.10GHz,2,"1,022",945,35,PGA988,Laptop
