Videocard Name,G3D Mark,G2D Mark,TDP (W),VRAM (MB),Category
RTX 4500 Ada Generation,"28,054","1,155",NA,NA,Unknown
RTX 500 Ada Generation Laptop GPU,"11,186",534,NA,NA,Mobile
RTX 5000 Ada Generation,"30,082","1,002",NA,NA,Unknown
RTX 5000 Ada Generation Embedded GPU,"17,056",592,NA,NA,Desktop
RTX 5000 Ada Generation Laptop GPU,"23,380",745,NA,NA,Mobile
RTX 5880 Ada Generation,"25,096",777,NA,NA,Desktop
RTX 6000 Ada Generation,"28,489","1,005",NA,NA,Unknown
RTX A1000,"10,807","1,094",NA,NA,Desktop
RTX A1000 6GB Laptop GPU,"10,066",586,NA,NA,Mobile
RTX A1000 Embedded GPU,"11,009",700,NA,NA,Unknown
RTX A1000 Laptop GPU,"9,476",525,NA,NA,Mobile
RTX A2000,"13,434",957,NA,NA,Unknown
RTX A2000 12GB,"13,713","1,103",NA,NA,Unknown
RTX A2000 8GB Laptop GPU,"10,496",553,NA,NA,Mobile
RTX A2000 Embedded GPU,"11,117",695,NA,NA,Desktop
RTX A2000 Laptop GPU,"9,485",502,95,4096 MB,"Mobile, Workstation"
RTX A3000 12GB Laptop GPU,"13,914",611,NA,NA,Mobile
RTX A3000 Laptop GPU,"12,696",557,130,6144 MB,"Mobile, Workstation"
RTX A400,"5,987",896,NA,NA,Desktop
RTX A4000,"19,464","1,024",140,16384 MB,Workstation
RTX A4000 Laptop GPU,"14,789",582,140,16384 MB,"Mobile, Workstation"
RTX A4000H,"11,815",692,NA,NA,Desktop
RTX A4500,"21,130","1,039",NA,NA,Unknown
RTX A4500 Embedded GPU,"8,296",447,NA,NA,Unknown
RTX A4500 Laptop GPU,"16,613",712,NA,NA,Mobile
RTX A500 Embedded GPU,"6,197",362,NA,NA,Desktop
RTX A500 Laptop GPU,"6,589",417,NA,NA,Mobile
RTX A5000,"22,925","1,059",230,24576 MB,Workstation
RTX A5000 Laptop GPU,"16,377",667,165,16384 MB,"Mobile, Workstation"
RTX A5500,"21,225",922,NA,NA,Unknown
RTX A5500 Laptop GPU,"17,090",707,NA,NA,Mobile
RTX A6000,"22,799",909,300,49152 MB,Workstation
RTX PRO 1000 Blackwell Generation Laptop GPU,"14,947",764,NA,NA,Mobile
RTX PRO 2000 Blackwell,"19,177","1,200",NA,NA,Desktop
RTX PRO 2000 Blackwell Generation Laptop GPU,"16,993",775,NA,NA,Mobile
RTX PRO 3000 Blackwell Generation Laptop GPU,"23,087",855,NA,NA,Mobile
RTX PRO 4000 Blackwell,"26,190","1,103",NA,NA,Desktop
RTX PRO 4000 Blackwell Generation Laptop GPU,"23,669",887,NA,NA,Desktop
RTX PRO 4000 Blackwell SFF Edition,"23,123","1,109",NA,NA,Desktop
RTX PRO 4500 Blackwell,"32,662","1,252",NA,NA,Desktop
RTX PRO 500 Blackwell Generation Laptop GPU,"13,345",706,NA,NA,Mobile
RTX PRO 5000 72GB Blackwell,"40,493","1,436",NA,NA,Desktop
RTX PRO 5000 Blackwell,"30,764","1,179",NA,NA,Desktop
RTX PRO 5000 Blackwell Generation Laptop GPU,"24,519",824,NA,NA,Desktop
RTX Pro 6000 Blackwell DC-12Q,"2,747",102,NA,NA,Desktop
RTX Pro 6000 Blackwell DC-24Q,"5,044",101,NA,NA,Desktop
RTX PRO 6000 Blackwell Max-Q Workstation Edition,"31,682","1,179",NA,NA,Desktop
RTX PRO 6000 Blackwell Server Edition,"42,223","1,459",NA,NA,Desktop
RTX PRO 6000 Blackwell Workstation Edition,"36,434","1,371",NA,NA,Desktop
RTX6000-Ada-3A,"16,841",818,NA,NA,Desktop
RTX6000-Ada-6Q,"23,236",839,NA,NA,Desktop
RTXA5000-24Q,"4,803",78,NA,NA,Desktop
RTXA5000-6Q,"1,522",71,NA,NA,Desktop
RTXA5000-8Q,"4,916",117,NA,NA,Desktop
RTXA6000-8Q,"4,237",86,NA,NA,Unknown
RV530 PRO,119,386,NA,NA,Unknown
Ryzen 3 4300G with Radeon Graphics,"1,697",499,NA,NA,Unknown
Ryzen 3 4300GE with Radeon Graphics,"2,325",661,NA,NA,Unknown
Ryzen 3 4300U with Radeon Graphics,"1,372",457,NA,NA,Unknown
Ryzen 3 5300G with Radeon Graphics,"2,005",668,NA,NA,Unknown
Ryzen 3 5300GE with Radeon Graphics,"1,957",704,NA,NA,Unknown
Ryzen 3 5300U with Radeon Graphics,"1,539",487,NA,NA,Unknown
Ryzen 3 5400U with Radeon Graphics,"1,599",536,NA,NA,Unknown
Ryzen 3 5425U with Radeon Graphics,"1,691",542,NA,NA,Unknown
Ryzen 3 7330U with Radeon Graphics,"1,693",575,NA,NA,Unknown
Ryzen 3 7335U with Radeon Graphics,"1,980",709,NA,NA,Unknown
Ryzen 3 PRO 4200G with Radeon Graphics,"1,799",705,NA,NA,Unknown
Ryzen 3 PRO 4200GE with Radeon Graphics,"1,748",593,NA,NA,Unknown
Ryzen 3 PRO 4300U with Radeon Graphics,"1,543",539,NA,NA,Unknown
Ryzen 3 Pro 4350G with Radeon Graphics,"2,051",594,NA,NA,Unknown
Ryzen 3 PRO 4350GE with Radeon Graphics,"1,941",591,NA,NA,Unknown
Ryzen 3 PRO 4450U with Radeon Graphics,"1,464",452,NA,NA,Unknown
Ryzen 3 PRO 5350G with Radeon Graphics,"2,305",766,NA,NA,Unknown
Ryzen 3 PRO 5350GE with Radeon Graphics,"1,793",659,NA,NA,Unknown
Ryzen 3 PRO 5450U with Radeon Graphics,"1,617",473,NA,NA,Unknown
Ryzen 3 PRO 5475U with Radeon Graphics,"1,432",596,NA,NA,Unknown
Ryzen 3 PRO 7330U with Radeon Graphics,"2,144",678,NA,NA,Unknown
Ryzen 5 2500U with Radeon Vega,"1,503",388,NA,NA,Unknown
Ryzen 5 4500U with Radeon Graphics,"1,804",507,NA,NA,Unknown
Ryzen 5 4600G with Radeon Graphics,"2,335",606,NA,NA,Unknown
Ryzen 5 4600H with Radeon Graphics,"2,125",540,NA,NA,Unknown
Ryzen 5 4600HS with Radeon Graphics,"8,371",414,NA,NA,Unknown
Ryzen 5 4600U with Radeon Graphics,"1,903",528,NA,NA,Unknown
Ryzen 5 5500GT with Radeon Graphics,"2,224",680,NA,NA,Unknown
Ryzen 5 5500U with Radeon Graphics,"1,971",527,NA,NA,Unknown
Ryzen 5 5560U with Radeon Graphics,"2,098",592,NA,NA,Unknown
Ryzen 5 5600G with Radeon Graphics,"2,547",749,NA,NA,Unknown
Ryzen 5 5600GE with Radeon Graphics,"2,547",867,NA,NA,Unknown
Ryzen 5 5600GT with Radeon Graphics,"2,201",669,NA,NA,Unknown
Ryzen 5 5600H with Radeon Graphics,"2,297",574,NA,NA,Unknown
Ryzen 5 5600U with Radeon Graphics,"2,151",617,NA,NA,Unknown
Ryzen 5 5625U with Radeon Graphics,"1,997",577,NA,NA,Unknown
Ryzen 5 6600H with Radeon Graphics,"3,580",641,NA,NA,Unknown
Ryzen 5 6600HS Creator Edition,"3,691",705,NA,NA,Unknown
Ryzen 5 6600U with Radeon Graphics,"3,233",754,NA,NA,Unknown
Ryzen 5 7430U with Radeon Graphics,"2,270",586,NA,NA,Unknown
Ryzen 5 7530U with Radeon Graphics,"2,250",568,NA,NA,Unknown
Ryzen 5 7535HS with Radeon Graphics,"3,680",731,NA,NA,Unknown
Ryzen 5 7535U with Radeon Graphics,"3,324",619,NA,NA,Unknown
Ryzen 5 9600X 6-Core Processor,"1,859",631,NA,NA,Unknown
Ryzen 5 PRO 4400G with Radeon Graphics,"2,306",599,NA,NA,Unknown
Ryzen 5 PRO 4400GE with Radeon Graphics,"1,442",563,NA,NA,Unknown
Ryzen 5 PRO 4500U with Radeon Graphics,"2,008",564,NA,NA,Unknown
Ryzen 5 Pro 4650G with Radeon Graphics,"2,377",648,NA,NA,Unknown
Ryzen 5 PRO 4650GE with Radeon Graphics,"2,168",590,NA,NA,Unknown
Ryzen 5 PRO 4650U with Radeon Graphics,"1,684",458,NA,NA,Unknown
Ryzen 5 PRO 5650G with Radeon Graphics,"2,481",846,NA,NA,Unknown
Ryzen 5 PRO 5650GE with Radeon Graphics,"2,455",820,NA,NA,Unknown
Ryzen 5 PRO 5650U with Radeon Graphics,"1,993",560,NA,NA,Unknown
Ryzen 5 PRO 5675U with Radeon Graphics,"1,720",586,NA,NA,Unknown
Ryzen 5 PRO 6650H with Radeon Graphics,"3,727",845,NA,NA,Unknown
Ryzen 5 PRO 6650U,"3,519",766,NA,NA,Unknown
Ryzen 5 PRO 6650U with Radeon Graphics,"3,534",714,NA,NA,Unknown
Ryzen 5 PRO 7530U with Radeon Graphics,"1,904",559,NA,NA,Unknown
Ryzen 5 Pro 7535U with Radeon Graphics,"3,750",688,NA,NA,Unknown
Ryzen 7 2700U with Radeon Vega,"1,617",442,NA,NA,Unknown
Ryzen 7 4700G with Radeon Graphics,"2,187",671,NA,NA,Unknown
Ryzen 7 4700GE with Radeon Graphics,"2,496",761,NA,NA,Unknown
Ryzen 7 4700U with Radeon Graphics,"2,034",553,NA,NA,Unknown
Ryzen 7 4800H with Radeon Graphics,"2,113",585,NA,NA,Unknown
Ryzen 7 4800HS with Radeon Graphics,"6,999",355,NA,NA,Unknown
Ryzen 7 4800U with Radeon Graphics,"2,344",570,NA,NA,Unknown
Ryzen 7 5700G with Radeon Graphics,"2,728",769,NA,NA,Unknown
Ryzen 7 5700GE with Radeon Graphics,"2,607",802,NA,NA,Unknown
Ryzen 7 5700U with Radeon Graphics,"2,241",553,NA,NA,Unknown
Ryzen 7 5800H with Radeon Graphics,"2,737",708,NA,NA,Unknown
Ryzen 7 5800HS with Radeon Graphics,"2,795",569,NA,NA,Unknown
Ryzen 7 5800U with Radeon Graphics,"2,310",633,NA,NA,Unknown
Ryzen 7 5825U with Radeon Graphics,"2,351",634,NA,NA,Unknown
Ryzen 7 6800H,"5,248",808,NA,NA,Unknown
Ryzen 7 6800H with Radeon Graphics,"4,960",758,NA,NA,Unknown
Ryzen 7 6800HS,"5,237",867,NA,NA,Unknown
Ryzen 7 6800HS Creator Edition,"5,465",841,NA,NA,Unknown
Ryzen 7 6800HS with Radeon Graphics,"6,240",749,NA,NA,Unknown
Ryzen 7 6800U,"5,006",784,NA,NA,Unknown
Ryzen 7 6800U with Radeon Graphics,"4,760",738,NA,NA,Unknown
Ryzen 7 7730U with Radeon Graphics,"2,433",573,NA,NA,Unknown
Ryzen 7 7735HS with Radeon Graphics,"5,175",769,NA,NA,Unknown
Ryzen 7 7735U with Radeon Graphics,"5,081",697,NA,NA,Unknown
Ryzen 7 8845HS w/ Radeon 780M,"7,766","1,036",NA,NA,Mobile
Ryzen 7 9700X 8-Core Processor,"2,251",647,NA,NA,Unknown
Ryzen 7 9800X3D 8-Core Processor,"1,830",630,NA,NA,Unknown
Ryzen 7 Extreme Edition,"2,152",512,NA,NA,Unknown
Ryzen 7 PRO 4700G with Radeon Graphics,"2,880",712,NA,NA,Unknown
Ryzen 7 Pro 4750G with Radeon Graphics,"2,682",703,NA,NA,Unknown
Ryzen 7 PRO 4750GE with Radeon Graphics,"2,550",683,NA,NA,Unknown
Ryzen 7 PRO 4750U with Radeon Graphics,"2,030",548,NA,NA,Unknown
Ryzen 7 PRO 5750G with Radeon Graphics,"2,335",779,NA,NA,Unknown
Ryzen 7 PRO 5750GE with Radeon Graphics,"2,382",751,NA,NA,Unknown
Ryzen 7 PRO 5850U with Radeon Graphics,"2,265",608,NA,NA,Unknown
Ryzen 7 PRO 5875U with Radeon Graphics,"2,067",650,NA,NA,Unknown
Ryzen 7 PRO 6850H with Radeon Graphics,"5,791",902,NA,NA,Unknown
Ryzen 7 PRO 6850HS with Radeon Graphics,"4,087",776,NA,NA,Unknown
Ryzen 7 PRO 6850U,"5,581",741,NA,NA,Unknown
Ryzen 7 PRO 6850U with Radeon Graphics,"5,116",788,NA,NA,Unknown
Ryzen 7 PRO 6860Z,"5,077",837,NA,NA,Unknown
Ryzen 7 PRO 6860Z with Radeon Graphics,"4,869",793,NA,NA,Unknown
Ryzen 7 PRO 7730U with Radeon Graphics,"2,567",635,NA,NA,Unknown
Ryzen 7 Pro 7735U with Radeon Graphics,"5,142",628,NA,NA,Unknown
Ryzen 9 4900H with Radeon Graphics,"2,714",691,NA,NA,Unknown
Ryzen 9 4900HS with Radeon Graphics,"6,791",376,NA,NA,Unknown
Ryzen 9 4900HSS with Radeon Graphics,"9,461",417,NA,NA,Unknown
Ryzen 9 5900HS with Radeon Graphics,"5,162",545,NA,NA,Unknown
Ryzen 9 5900HX with Radeon Graphics,"2,941",725,NA,NA,Unknown
Ryzen 9 5980HS with Radeon Graphics,"2,534",830,NA,NA,Unknown
Ryzen 9 6900HS,"8,005",836,NA,NA,Unknown
Ryzen 9 6900HS with Radeon Graphics,"6,110",739,NA,NA,Unknown
Ryzen 9 6900HX with Radeon Graphics,"5,124",782,NA,NA,Unknown
Ryzen 9 9900X 12-Core Processor,"1,729",599,NA,NA,Unknown
Ryzen 9 9950X 16-Core Processor,"1,770",613,NA,NA,Unknown
Ryzen 9 PRO 6950H,"5,759",950,NA,NA,Unknown
Ryzen 9 PRO 6950H with Radeon Graphics,"6,176",850,NA,NA,Unknown
Ryzen 9 PRO 6950HS with Radeon Graphics,"4,705",861,NA,NA,Unknown
Ryzen3 5300U Ryzen 3 5300U,"1,268",445,NA,NA,Unknown
S3 5400EW,146,9,NA,NA,Unknown
S3 Chrome 430 ULP,40,310,NA,NA,Unknown
S3 Chrome S25,23,9,NA,NA,Unknown
S3 Chrome S25 DDR2,18,252,NA,NA,Unknown
S3 Chrome S27 DDR3,33,7,NA,NA,Unknown
S3 Inc. Savage4,3,21,NA,NA,Unknown
S3 ProSavageDDR,1,41,NA,NA,Unknown
S3 SuperSavage/IXC 1014,2,147,NA,NA,Unknown
Sangfor TitanGPU controller,63,64,NA,NA,Desktop
SAPPHIRE RADEON 9000 ATLANTIS PRO,5,158,NA,NA,Unknown
SAPPHIRE RADEON 9600 ATLANTIS,47,149,NA,NA,Unknown
SAPPHIRE Radeon X1550,61,285,NA,NA,Unknown
Sapphire RADEON X800 GT,113,274,NA,NA,Unknown
Seria Mobility Radeon HD 3400,125,148,NA,NA,Unknown
Seria Radeon HD 7700,"1,604",201,NA,NA,Unknown
Sharing Monitor,"1,007",288,NA,NA,Desktop
SiliconMotion SM768 WDDM2.0 Display Driver,407,19,NA,NA,Unknown
SMI USB Display Ryzen 7 7735HS,"3,307",716,NA,NA,Desktop
Snapdragon X Elite - X1E001DE - Qualcomm Adreno GP,"3,246",347,NA,NA,Desktop
Snapdragon X Elite - X1E78100 - Qualcomm Adreno GP,"2,572",459,NA,NA,Desktop
Snapdragon X Elite - X1E80100 - Qualcomm Adreno GP,"2,603",501,NA,NA,Desktop
Snapdragon X Elite - X1E84100 - Qualcomm Adreno GP,"2,981",518,NA,NA,Desktop
Snapdragon X Plus - X1P64100 - Qualcomm Adreno GPU,"2,607",338,NA,NA,Desktop
spacedesk Adapter,"13,759",897,NA,NA,Unknown
SQExtFramebufferUmode Device,"15,054",915,NA,NA,Desktop
SudoMaker Virtual Display Adapter,"22,377","1,053",NA,NA,Desktop
SUMO 9640,650,398,NA,NA,Unknown
SUMO 9644,466,386,NA,NA,Unknown
SUMO 964A,498,403,NA,NA,Unknown
SuperDisplay Virtual Adapter,"10,390",579,NA,NA,Unknown
Surface Duo Adreno 640 GPU,592,194,NA,NA,Unknown
T1000,"7,639",870,NA,NA,Unknown
T1000 8GB,"7,679",887,NA,NA,Unknown
T1200 Laptop GPU,"7,828",499,NA,NA,Mobile
T400,"3,604",582,NA,NA,Unknown
T400 4GB,"3,810",674,NA,NA,Unknown
T500,"3,607",301,NA,NA,Unknown
T550 Laptop GPU,"4,756",402,NA,NA,Mobile
T600,"6,374",760,40,4096 MB,Unknown
T600 Laptop GPU,"7,020",476,NA,NA,Mobile
TENSOR 1.0 Driver Intel HD 530,958,203,NA,NA,Unknown
TENSOR 1.0 Driver Intel HD 630,"1,300",873,NA,NA,Unknown
Tesla C2050,"3,176",362,NA,NA,Unknown
Tesla C2050 / C2070,"3,428",568,238,6144 MB,Workstation
Tesla C2070,"3,121",462,247,6144 MB,Workstation
Tesla C2075,"3,017",428,NA,NA,Unknown
Tesla K20m,"4,432",210,NA,NA,Unknown
Tesla K20Xm,"4,403",198,235,6144 MB,Workstation
Tesla K40c,"4,495",325,NA,NA,Unknown
Tesla K40m,"3,143",184,NA,NA,Unknown
Tesla K80,"5,689",469,NA,NA,Unknown
Tesla M10,"3,173",278,NA,NA,Unknown
Tesla M2070-Q,"1,306",444,NA,NA,Unknown
Tesla M40,"10,220",437,NA,NA,Unknown
Tesla M40 24GB,"10,641",377,NA,NA,Unknown
Tesla M6,"6,225",302,NA,NA,Unknown
Tesla M60,"7,002",471,NA,NA,Unknown
Tesla P100-PCIE-12GB,"13,310",445,NA,NA,Unknown
Tesla P100-PCIE-16GB,"11,814",611,250,16384 MB,Workstation
Tesla P4,"9,039",389,NA,NA,Unknown
Tesla P40,"11,596",402,250,24576 MB,Workstation
Tesla T10,"11,764",500,NA,NA,Unknown
Tesla T4,"10,153",568,NA,NA,Unknown
Tesla V100-PCIE-16GB,"12,328",484,NA,NA,Unknown
Tesla V100-PCIE-32GB,"8,260",327,NA,NA,Unknown
Tesla V100-SXM2-16GB,"12,746",701,NA,NA,Unknown
TITAN RTX,"20,116",850,280,24576 MB,Workstation
TITAN V,"20,066",993,250,12288 MB,Desktop
TITAN V CEO Edition,"16,988","1,086",250,32000 MB,Desktop
TITAN Xp COLLECTORS EDITION,"18,632",911,250,12288 MB,Desktop
TRINITY DEVASTATOR MOBILE,579,241,NA,NA,Unknown
TRINITY SCRAPPER MOBILE,498,280,NA,NA,Unknown
USB Mobile Monitor Virtual Display,"18,851",995,NA,NA,Unknown
V9560XT,6,86,NA,NA,Unknown
Vanta/Vanta LT,3,91,NA,NA,Unknown
VIA C9-HD IGP,12,2,NA,NA,Desktop
VIA Chrome9 HC IGP,4,167,NA,NA,Unknown
VIA Chrome9 HC IGP Family,4,178,NA,NA,Unknown
VIA Chrome9 HC IGP Family WDDM,4,165,NA,NA,Unknown
VIA Chrome9 HC IGP Prerelease WDDM 1.1,2,100,NA,NA,Unknown
VIA Chrome9 HC IGP WDDM,2,73,NA,NA,Unknown
VIA Chrome9 HC IGP WDDM 1.1,3,75,NA,NA,Unknown
VIA Chrome9 HC3 IGP,3,157,NA,NA,Unknown
VIA Chrome9 HC3 IGP WDDM 1.1,1,2,NA,NA,Unknown
VIA Chrome9 HCM IGP,2,94,NA,NA,Unknown
VIA Chrome9 HD IGP,10,25,NA,NA,Unknown
VIA/S3 Chrome 520 IGP,115,3,NA,NA,Unknown
VIA/S3G C-645/640 GPU,132,83,NA,NA,Unknown
VIA/S3G Chrome 645/640 GPU,110,161,NA,NA,Unknown
VIA/S3G DeltaChrome IGP,3,125,NA,NA,Unknown
VIA/S3G KM400/KN400,4,124,NA,NA,Unknown
VIA/S3G UniChrome IGP,4,164,NA,NA,Unknown
VIA/S3G UniChrome Pro IGP,5,164,NA,NA,Unknown
VIA/S3G UniChromeII,6,225,NA,NA,Unknown
Virtual Desktop Monitor,"23,070","1,116",NA,NA,Unknown
Virtual Display Adapter,"20,532",853,NA,NA,Unknown
Virtual Display Device,"1,602",343,NA,NA,Unknown
VirtualMonitor Device,"12,754",854,NA,NA,Unknown
VisionTek Radeon 7000,2,117,NA,NA,Unknown
VMware Horizon Indirect Display Driver,"3,565",376,NA,NA,Desktop
VNC Mirror Driver,"5,043",620,NA,NA,Unknown
WinFast A250 LE,5,197,NA,NA,Unknown
Winsta0\\Default,"4,125",250,NA,NA,Desktop
Xabre,5,28,NA,NA,Unknown
XGI Volari Family v1.13.23.D_V,5,34,NA,NA,Unknown
XiaoMi 9 Adreno 640 GPU,585,213,NA,NA,Desktop
ZX C-1080,319,138,NA,NA,Unknown
ZX C-1190,347,126,NA,NA,Desktop
ZX C-960,76,106,NA,NA,Desktop
ZX C960 GPU,64,116,NA,NA,Desktop
ZX Chrome 645/640 GPU,147,220,NA,NA,Unknown
zxcvIntel HD 620,944,208,NA,NA,Unknown
